Adelphi,3,2014-15,Gloria O'Connor,14-7,.667,""
Adelphi,3,2013-14,Gloria O'Connor,11-9,.550,""
Adelphi,3,2012-13,Gloria O'Connor,8-12,.400,""
Adelphi,3,2011-12,Gloria O'Connor,6-12,.333,""
Adelphi,3,2010-11,Gloria O'Connor,13-9,.591,""
Adelphi,3,2009-10,Gloria O'Connor,12-8,.600,""
Adelphi,3,2008-09,Gloria O'Connor,3-7,.300,Program resumed
Adelphi,3,1982-83,Ginny Kelly,3-12,.200,Program discontinued following 1982 season
Adelphi,3,1981-82,Ginny Kelly,9-3,.750,""
Adelphi,3,1980-81,Ginny Kelly,0-0,.000,No W-L record available
Adelphi,3,1979-80,Cynthia Drakeford-Walker,6-4,.600,""
Adelphi,3,1978-79,Cynthia Drakeford-Walker,2-7-1,.250,""
Adelphi,3,1977-78,Cynthia Drakeford-Walker,6-3-1,.650,""
Adelphi,3,1976-77,Cynthia Drakeford-Walker,7-0,1.000,""
Adelphi,3,1975-76,Cynthia Drakeford-Walker,10-0,1.000,""
Adelphi,3,1974-75,Unknown,0-0,.000,No W-L record available
Adelphi,3,1973-74,Unknown,0-0,.000,No W-L record available
Adelphi,3,1972-73,Unknown,5-1,.833,""
Adelphi,3,1971-72,Unknown,0-0,.000,No W-L record available
Adelphi,3,1970-71,Unknown,0-0,.000,No W-L record available
Adelphi,3,1969-70,Unknown,0-0,.000,No W-L record available
Adelphi,3,1968-69,Unknown,0-0,.000,No W-L record available
Adelphi,3,1967-68,Unknown,0-0,.000,No W-L record available
Adelphi,3,1966-67,Unknown,10-0,1.000,""
Adelphi,3,1965-66,Unknown,10-0,1.000,""
Adelphi,3,1964-65,Helen Toebke,0-0,.000,No W-L record available
Adelphi,3,1963-64,Helen Toebke,0-0,.000,No W-L record available
Adelphi,3,1962-63,Helen Toebke,0-0,.000,No W-L record available
Adelphi,3,1961-62,Helen Toebke,4-1-2,.714,""
Adelphi,3,1960-61,Helen Toebke,0-0,.000,No W-L record available
Adelphi,3,1959-60,Helen Toebke,0-0,.000,No W-L record available
Adelphi,3,1958-59,Helen Toebke,1-3-2,.333,""
Adelphi,3,1957-58,Helen Toebke,0-0,.000,No W-L record available
Adelphi,3,1956-57,Helen Toebke,0-0,.000,No W-L record available
Adelphi,3,1955-56,Helen Toebke,0-0,.000,No W-L record available
Adelphi,3,1954-55,Helen Toebke,0-0,.000,No W-L record available
Adelphi,3,1953-54,Dolores Goerchen,0-0,.000,No W-L record available
Adelphi,3,1952-53,Dolores Goerchen,0-0,.000,No W-L record available
Adelphi,3,1951-52,Betty Cermak,0-0,.000,No W-L record available
Adelphi,3,1950-51,Sandy Weiderman,0-0,.000,No W-L record available
Adelphi,3,1949-50,Sandy Weiderman,4-3-1,.562,""
Adelphi,3,1948-49,Sandy Weiderman,0-0,.000,No W-L record available
Adelphi,3,1947-48,Turpy Schneider,0-0,.000,No W-L record available
Adelphi,3,1946-47,Turpy Schneider,0-0,.000,No W-L record available
Adelphi,3,1945-46,Turpy Schneider,0-0,.000,No W-L record available
Adelphi,3,1944-45,Mary Louise Barnes,0-0,.000,No W-L record available
Adelphi,3,1943-44,Laura Mayer,0-0,.000,No W-L record available
Adelphi,3,1942-43,Edna Lindholm,0-0,.000,No W-L record available
Adelphi,3,1941-42,Edna Lindholm,0-0,.000,No W-L record available
Adelphi,3,1940-41,Edna Lindholm,0-0,.000,No W-L record available
Adelphi,3,1939-40,Jane Marchant,0-0,.000,No W-L record available
Adelphi,3,1938-39,Jane Marchant,0-0,.000,No W-L record available
Adelphi,3,1937-38,Jane Marchant,0-0,.000,No W-L record available
Adelphi,3,1936-37,Jane Marchant,0-0,.000,No W-L record available
Adelphi,3,1935-36,Jane Marchant,0-0,.000,No W-L record available
Adelphi,3,1934-35,Jane Marchant,0-0,.000,No W-L record available
Adelphi,3,1933-34,Jane Marchant,0-0,.000,No W-L record available
Adelphi,3,1932-33,Jane Marchant,0-0,.000,No W-L record available
Adelphi,3,1931-32,Jane Marchant,0-0,.000,No W-L record available
Adelphi,3,1930-31,Jane Marchant,0-0,.000,No W-L record available
Adelphi,3,1929-30,Jane Marchant,0-0,.000,No W-L record available
Adelphi,3,1928-29,Jane Marchant,0-0,.000,No W-L record available
Adelphi,3,1927-28,Thelma Van Narden,0-0,.000,No W-L record available
Albany (NY),14,2014-15,Phil Sykes,20-3,.870,""
Albany (NY),14,2013-14,Phil Sykes,16-5,.762,""
Albany (NY),14,2012-13,Phil Sykes,13-8,.619,""
Albany (NY),14,2011-12,Phil Sykes,13-7,.650,""
Albany (NY),14,2010-11,Phil Sykes,16-6,.727,""
Albany (NY),14,2009-10,Phil Sykes,13-5,.722,""
Albany (NY),14,2008-09,Phil Sykes,12-10,.545,""
Albany (NY),14,2007-08,Phil Sykes,15-5,.750,""
Albany (NY),14,2006-07,Phil Sykes,12-7,.632,""
Albany (NY),14,2005-06,Phil Sykes,9-9,.500,""
Albany (NY),14,2004-05,Phil Sykes,7-11,.389,""
Albany (NY),14,2003-04,Deb Fiore,7-12,.368,""
Albany (NY),14,2002-03,Deb Fiore,5-12,.294,""
Albany (NY),14,2001-02,Deb Fiore,5-12,.294,""
Albany (NY),14,2000-01,Deb Fiore,10-8,.556,""
Albany (NY),14,1999-00,Deb Fiore,11-4,.733,""
Albany (NY),14,1998-99,Deb Fiore,8-8,.500,""
Albany (NY),14,1997-98,Deb Fiore,17-2,.895,""
Albany (NY),14,1996-97,Deb Fiore,14-3,.824,""
Albany (NY),14,1995-96,Deb Fiore,11-3,.786,""
Albany (NY),14,1994-95,Debbie Donovan,1-6,.143,""
Albright,16,2014-15,Sarah Brant,2-18,.100,""
Albright,16,2013-14,Sarah Brant,6-13,.316,""
Albright,16,2012-13,Sarah Brant,10-8,.556,""
Albright,16,2011-12,Megan Monahan,5-13,.278,""
Albright,16,2010-11,Megan Monahan,9-10,.474,""
Albright,16,2009-10,Becki Fidler,6-13,.316,""
Albright,16,2008-09,Becki Fidler,4-15,.211,""
Albright,16,2007-08,Michelle Hahn,7-11,.389,""
Albright,16,2006-07,Michelle Hahn,6-12,.333,""
Albright,16,2005-06,Michelle Hahn,9-10,.474,""
Albright,16,2004-05,Amy Lincoln,4-15,.211,""
Albright,16,2003-04,Amy Lincoln,3-14,.176,""
Albright,16,2002-03,Amy Lincoln,5-12,.294,""
Albright,16,2001-02,Diane Billman,5-13,.278,""
Albright,16,2000-01,Diane Billman,8-8,.500,""
Albright,16,1999-00,Diane Billman,9-8,.529,""
Albright,16,1998-99,Diane Billman,5-12,.294,""
Albright,16,1997-98,Deborah Wilkins,3-14,.176,""
Albright,16,1996-97,Deborah Wilkins,1-15,.062,""
Albright,16,1995-96,Bonnie O'Keefe,0-12,.000,""
Albright,16,1994-95,Alisa Brumbach,3-12-2,.235,""
Albright,16,1993-94,Sally Miller,2-13,.133,""
Albright,16,1992-93,Joann Lightman,3-12,.200,""
Albright,16,1991-92,Joann Lightman,1-14,.067,""
Albright,16,1990-91,Joann Lightman,6-7-2,.467,""
Albright,16,1989-90,Joann Lightman,4-5-4,.462,""
Albright,16,1988-89,Sally Miller,5-9,.357,""
Albright,16,1987-88,Sally Miller,2-14,.125,""
Albright,16,1986-87,Sally Miller,2-10-1,.192,""
Albright,16,1985-86,Sally Miller,5-9,.357,""
Albright,16,1984-85,Sally Miller,3-7-2,.333,""
Albright,16,1983-84,Sally Miller,6-4-3,.577,""
Albright,16,1982-83,Sally Miller,3-5-2,.400,""
Albright,16,1981-82,Sally Miller,6-2-3,.682,""
Albright,16,1980-81,Sally Miller,4-8-1,.346,""
Albright,16,1979-80,Sally Miller,5-7,.417,""
Albright,16,1978-79,Bea Ramsay,4-5-2,.455,""
Albright,16,1977-78,Bea Ramsay,1-10,.091,""
Albright,16,1976-77,Bea Ramsay,2-6-2,.300,""
Albright,16,1975-76,Bea Ramsay,0-9-1,.050,""
Albright,16,1974-75,Bea Ramsay,3-6-1,.350,""
Albright,16,1973-74,Bea Ramsay,2-6-1,.278,""
Albright,16,1972-73,Bea Ramsay,2-7-1,.250,""
Albright,16,1971-72,Bea Ramsay,3-5-1,.389,""
Albright,16,1970-71,Bea Ramsay,6-2-1,.722,No team fielded from 1957-1969
Albright,16,1956-57,Eva Mosser,4-6-1,.409,""
Albright,16,1955-56,Eva Mosser,3-3-1,.500,""
Albright,16,1954-55,Eva Mosser,2-4-2,.375,""
Albright,16,1953-54,Eva Mosser,3-4,.429,""
Albright,16,1952-53,Eva Mosser,3-5-1,.389,""
Albright,16,1951-52,Eva Mosser,0-6,.000,""
Albright,16,1950-51,Eva Mosser,3-5-2,.400,""
Albright,16,1949-50,Eva Mosser,2-5,.286,""
Albright,16,1948-49,Eva Mosser,1-1-2,.500,""
Albright,16,1947-48,Eva Mosser,1-2-2,.400,""
Albright,16,1946-47,Eva Mosser,1-3,.250,""
Albright,16,1945-46,Eva Mosser,2-2,.500,No team fielded in 1944
Albright,16,1943-44,Eva Mosser,1-1-1,.500,""
