year,round_id,seed,division_id,team_id,team_name,bracket,p
2016,1,1,3,,Bowdoin,"{1,1,1,1,1,1}",1.0
2016,1,,3,,Keene St.,"{2,2,1,1,1,1}",1.0
2016,1,,3,,Husson,"{3,2,1,1,1,1}",1.0
2016,1,8,1,,U New England,"{4,3,2,1,1,1}",1.0
2016,1,,1,,Becker,"{5,4,2,1,1,1}",1.0
2016,1,5,1,,Wellesley,"{6,5,3,2,1,1}",1.0
2016,1,,1,,Salisbury,"{7,6,3,2,1,1}",1.0
2016,1,,1,,Rochester (NY),"{8,7,4,2,1,1}",1.0
2016,1,4,1,,Misericordia,"{9,8,4,2,1,1}",1.0
2016,1,3,1,,Stevens,"{10,9,5,3,2,1}",1.0
2016,1,,1,,Mt. Holyoke,"{11,10,5,3,2,1}",1.0
2016,1,6,1,,Ursinus,"{12,11,6,3,2,1}",1.0
2016,1,,1,,William Smith,"{13,12,6,3,2,1}",1.0
2016,1,7,1,,Catholic,"{14,13,7,4,2,1}",1.0
2016,1,,1,,Bridgewater (VA),"{15,14,7,4,2,1}",1.0
2016,1,,1,,Franklin & Marshall,"{16,15,8,4,2,1}",1.0
2016,1,,1,,Cabrini,"{17,15,8,4,2,1}",1.0
2016,1,2,1,,Middlebury,"{18,16,8,4,2,1}",1.0
2016,1,2,1,,Messiah,"{18,16,8,4,2,1}",1.0
2016,1,2,1,,SUNY New Paltz,"{18,16,8,4,2,1}",1.0
2016,1,2,1,,Simmons,"{18,16,8,4,2,1}",1.0
2016,1,2,1,,Rhodes,"{18,16,8,4,2,1}",1.0
2016,1,2,1,,DePauw,"{18,16,8,4,2,1}",1.0
2016,1,2,1,,TCNJ,"{18,16,8,4,2,1}",1.0
