BEGIN
 year | div | div | won | lost | tied | count 
------+-----+-----+-----+------+------+-------
 2011 |   1 |   1 | 487 |  487 |    0 |   974
 2011 |   1 |   2 |   1 |    0 |    0 |     1
 2011 |   1 |   3 |   0 |    1 |    0 |     1
 2011 |   2 |   2 | 142 |  142 |    0 |   284
 2011 |   2 |   3 |   4 |    4 |    0 |     8
 2011 |   3 |   3 | 811 |  811 |    0 |  1622
 2012 |   1 |   1 | 495 |  495 |    0 |   990
 2012 |   1 |   2 |   3 |    1 |    0 |     4
 2012 |   1 |   3 |   2 |    0 |    0 |     2
 2012 |   2 |   2 | 156 |  156 |    0 |   312
 2012 |   2 |   3 |   7 |    3 |    0 |    10
 2012 |   3 |   3 | 841 |  841 |    0 |  1682
 2013 |   1 |   1 | 539 |  539 |    0 |  1078
 2013 |   1 |   2 |   1 |    0 |    0 |     1
 2013 |   2 |   2 | 149 |  149 |    0 |   298
 2013 |   2 |   3 |   4 |    4 |    0 |     8
 2013 |   3 |   3 | 918 |  918 |    0 |  1836
 2014 |   1 |   1 | 494 |  494 |    0 |   988
 2014 |   1 |   2 |   1 |    0 |    0 |     1
 2014 |   2 |   2 | 170 |  170 |    0 |   340
 2014 |   2 |   3 |   6 |    4 |    0 |    10
 2014 |   3 |   3 | 865 |  865 |    0 |  1730
 2015 |   1 |   1 | 502 |  502 |    0 |  1004
 2015 |   2 |   2 | 162 |  162 |    0 |   324
 2015 |   2 |   3 |   6 |    4 |    0 |    10
 2015 |   3 |   3 | 883 |  883 |    0 |  1766
(26 rows)

COMMIT
