year,round_id,seed,division_id,team_id,team_name,bracket,p
2017,1,1,1,193,Duke,"{1,1,1,1,1,1}",1.0
2017,1,16,1,23,American,"{2,2,1,1,1,1}",1.0
2017,1,,1,331,Kent St,"{3,2,1,1,1,1}",1.0
2017,1,8,1,180,Delaware,"{4,3,2,1,1,1}",1.0
2017,1,,1,367,Louisville,"{5,4,2,1,1,1}",1.0
2017,1,5,1,746,Virginia,"{6,5,3,2,1,1}",1.0
2017,1,,1,418,Michigan,"{7,6,3,2,1,1}",1.0
2017,1,4,1,539,Penn St,"{8,7,4,2,1,1}",1.0
2017,1,,1,554,Princeton,"{9,8,4,2,1,1}",1.0
2017,1,2,1,392,Maryland,"{10,9,5,3,2,1}",1.0
2017,1,15,1,439,Monmouth,"{11,10,5,3,2,1}",1.0
2017,1,,1,400,Massachusetts,"{12,10,5,3,2,1}",1.0
2017,1,7,1,457,North Carolina,"{13,11,6,3,2,1}",1.0
2017,1,,1,674,Stanford,"{14,12,6,3,2,1}",1.0
2017,1,3,1,688,Syracuse,"{15,13,7,4,2,1}",1.0
2017,1,,1,275,Harvard,"{16,14,7,4,2,1}",1.0
2017,1,,1,67,Boston College,"{17,15,8,4,2,1}",1.0
2017,1,6,1,164,UConn,"{18,16,8,4,2,1}",1.0
